sentiment,content
neutral,ups ketauan cabut sama @gemamalove @chikachilo nih
neutral,"It's 4pm Friday, he left at 6am Thursday.... surely he should be there now"
neutral,@talentdmrripley  maybe a good night's sleep for everyone?
neutral,"@_erica Yea, its tough to keep it going. Sometimes I'm not sure its worth it."
negative,oh no my tweetdeck is malfunctioning :O il have web will its fixd
negative,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)"
negative,@maliciousmandy1 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday
neutral,Work at 5:45am =
neutral,@anthothemantho Hell yes. I'm too late.
negative,Just got my ass kicked in Tripoly lol  I got such bad cards... i suck
negative,Annnnnnddd another one bites the dust
negative,"on my 42nd written fuck.. i get less ideas every day, and every day"
neutral,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here."
negative,i just murdered two fucking mouses!!! now i cant sleep
neutral,"Oh noes.  hey, what's my tatoo say?"
neutral,@astynes I don't have a VCR...
negative,@hammett I wish I could have time for my xbox  project all tied
negative,"sososo bummed, like really bummed, i hate this rain, ruin my date..."
negative,"Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead"
neutral,@MsAKAtainment I know right  but hopefully something comes up though
neutral,@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!
negative,And trash repops.  Getting it tomorrow night I suppose.
neutral,Huge headache...goodnight!!
negative,feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!
negative,@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj
negative,@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/
neutral,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them"
negative,Missing Everyone
neutral,its only 0.2! Just give me my 3 points!
negative,"@calvinharris make the most of pork products while you can, they've fucking stopped importing it here in dubai. bad times"
negative,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.
neutral,@ryanhalloran why not?
neutral,to Chicago... but why isn't my ride calling me back?
neutral,"K, goodnight! Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical... Bla"
neutral,I've got to catch the bus to work
negative,@wired that is so sad
neutral,@pegbanditkitty absolutely nothin
neutral,@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby
negative,is still sick  sigh
negative,i feel really weird
neutral,@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!
negative,my throat hurts  gonna go read and go to bed. text mee!
neutral,mannnn..... @alllyy_ got an iphone!!! im jealous....  http://bit.ly/NgnaR
negative,fjdskal im really frustrated.
neutral,"@regent_lord Aww, you should've YouTubed it."
negative,Wondering how come mcdonalds take so long to deliver my food.
negative,"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry"
neutral,Will miss nostalgia ... everyone please kick tushar
negative,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!
negative,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit"
negative,"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?"
neutral,says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj
neutral,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr
negative,Its weird being at the guy's house without them here. I don't like it
neutral,@summer_eyes I wish I knew!  The curse of Tumblr.
negative,what a beautiful day - shame I've got to spend it in an office
neutral,Business exam tomorrow
negative,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be
negative,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went
negative,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school
negative,Tummy hurts
neutral,back from grimsby  it sucks bein back but was amazin wknd anyway!!
negative,farewelling an employee tonight...
neutral,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol"
negative,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!"
negative,@heavenlyriot Girls are confusing.
negative,@ lyrically_Me   Why would you do that to me?!
negative,Blackout in the city is never good
neutral,@angelazodiak Aww maybe i traumatized her.
negative,"@mrskutcher  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me"
neutral,Ugh. Too much happened today. I really need a hug
neutral,@n3rin3 Ur pic is gone
neutral,how do you twitter?
negative,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon
neutral,@JWess awww  ok lol hopefully by than im still here and not back over in the states
negative,@t_isfortammy Sad tweets are sad
neutral,@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!
negative,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.
negative,i miss rich
negative,Headache of the century coming- I can feel it  Fuck.
negative,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.
neutral,does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney
negative,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it
neutral,@sakshijuneja ok that's subtly saying i'm no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!
negative,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...
negative,Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood
negative,@xMyLifesAStoryx rob got lucky that game he beat me 209-205
negative,"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!"
negative,home from school had the shitest day today
negative,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
neutral,FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.
negative,Sitting by myself. Everyone took the good seats.
negative,@sfannah Ahhhhh  Well at least I'm up to!
negative,@DHughesy ME! oh wait wrong state
negative,Sorry was that mean
negative,"@rscheuer sorry, is only in spanish for the moment"
negative,Bummed that F! F! F! broke up
neutral,I signed up for an account on a political website so I could post a comment but it isn't working.
neutral,How Come I Can Never Sleep Past?? Not Good
neutral,@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def
negative,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda
neutral,has an exam at 10am - I slept about 3 hours last night
negative,not well
negative,@Miss_Rain oh what the hell  way to tell me.
neutral,Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.
negative,@theblackestsea oh crap!!
neutral,@3Gguy and within a short time of the last clue all of them
neutral,my phone still doesnt tweet
neutral,"@blindcripple Good idea Brain, you can't not be on Twitter..."
negative,@shaundiviney i didnt get the msg!! :'( but i bought princess
neutral,@mrskutcher just checked library website and girl with dragon tattoo is checked out
negative,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
negative,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor"
negative,@Madush oh my... now im offended.  ha
negative,"@StonedSteve yes it was good 2 see them laught at each other,,but that poor lad asking his mum &amp; dad 2 kill him"
neutral,I'm at work
neutral,"@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too"
negative,The 3d version of Up sold out   regular version it is!
negative,@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend
neutral,@CheetahmamiBia oooo ok   why  havent you accepted my friends request
neutral,just got home after killing a possum
neutral,... that's all
neutral,@anshprat yahoo maps! lots more to desire #yahoo
negative,now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?
negative,bed. with stomach ache
neutral,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts"
negative,lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one
negative,finally accepting the fact that all cute guys are taken
neutral,@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.
negative,@GoblinZA Can't access your site!
neutral,goodnight everyone.
negative,@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.
neutral,@IsaGoksu  http://yfrog.com/11z2ip  nothing there
negative,Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.
negative,Its so Fucking hot! Damn no air conditioning.
negative,@hillaryhatt I never liked that boy  Jerms!
neutral,"really, realy want a netbook. mrr. Techno-lust sucks"
